russian_title,english_title,rating,vote_count,genre,director,is_film,start_year,end_year,duration_minutes,country,actors
Ходячий замок,Howl no Ugoku Shiro,8.3,534525.0,аниме,Хаяо Миядзаки,True,2004.0,,119.0,Япония,Тиэко Байсё|Такуя Кимура
Гадкий я,Despicable Me,7.8,533179.0,мультфильм,Пьер Коффан,True,2010.0,,95.0,США,Стив Карелл|Джейсон Сигел
День курка,Boss Level,7.2,531876.0,фантастика,Джо Карнахан,True,2019.0,,100.0,США,Фрэнк Грилло|Мэл Гибсон
Адвокат дьявола,The Devil's Advocate,8.2,526568.0,триллер,Тейлор Хэкфорд,True,1997.0,,144.0,США,Киану Ривз|Аль Пачино
Отступники,The Departed,8.5,526525.0,криминал,Мартин Скорсезе,True,2006.0,,151.0,США,Леонардо ДиКаприо|Мэтт Дэймон
Фантастические твари и где они обитают,Fantastic Beasts and Where to Find Them,7.6,524728.0,фэнтези,Дэвид Йейтс,True,2016.0,,132.0,Великобритания,Эдди Редмэйн|Кэтрин Уотерстон
Игра в кальмара,Ojingeo geim,7.7,524286.0,триллер,Хван Дон-хёк,False,2021.0,2021.0,,Корея Южная,Ли Джон-джэ|Пак Хэ-су
Голодные игры,The Hunger Games,7.3,519754.0,фантастика,Гэри Росс,True,2012.0,,142.0,США,Дженнифер Лоуренс|Джош Хатчерсон
Послезавтра,The Day After Tomorrow,7.7,519688.0,фантастика,Роланд Эммерих,True,2004.0,,124.0,США,Деннис Куэйд|Джейк Джилленхол
Детство Шелдона,Young Sheldon,8.8,519594.0,комедия,Алекс Рейд,False,2017.0,2017.0,,США,Иэн Армитедж|Зои Перри
Богемская рапсодия,Bohemian Rhapsody,8.0,519477.0,биография,Брайан Сингер,True,2018.0,,134.0,Великобритания,Рами Малек|Люси Бойнтон
Король говорит!,The King's Speech,8.1,519179.0,драма,Том Хупер,True,2010.0,,118.0,США,Колин Фёрт|Джеффри Раш
Вечное сияние чистого разума,Eternal Sunshine of the Spotless Mind,8.0,514632.0,мелодрама,Мишель Гондри,True,2004.0,,108.0,США,Джим Керри|Кейт Уинслет
Выживший,The Revenant,7.9,514201.0,приключения,Алехандро Гонсалес Иньярриту,True,2015.0,,156.0,США,Леонардо ДиКаприо|Том Харди
Оружейный барон,Lord of War,7.7,513673.0,драма,Эндрю Никкол,True,2005.0,,122.0,Германия,Николас Кейдж|Бриджет Мойнэхэн
Чего хотят женщины,What Women Want,7.8,511242.0,мелодрама,Нэнси Майерс,True,2000.0,,127.0,США,Мэл Гибсон|Хелен Хант
Основатель,The Founder,7.6,509471.0,биография,Джон Ли Хэнкок,True,2016.0,,115.0,США,Майкл Китон|Ник Офферман
Еще по одной,Druk,7.6,508230.0,драма,Томас Винтерберг,True,2020.0,,110.0,Дания,Мадс Миккельсен|Томас Бо Ларсен
Джон Уик 2,John Wick: Chapter Two,7.2,508162.0,боевик,Чад Стахелски,True,2017.0,,122.0,США,Киану Ривз|Риккардо Скамарчо
Бегущий по лезвию 2049,Blade Runner 2049,7.8,507880.0,фантастика,Дени Вильнёв,True,2017.0,,164.0,США,Райан Гослинг|Харрисон Форд
Красотка,Pretty Woman,8.0,506827.0,мелодрама,Гэрри Маршалл,True,1990.0,,115.0,США,Ричард Гир|Джулия Робертс
Пеле: Рождение легенды,Pelé: Birth of a Legend,8.5,505026.0,биография,Джефф Цимбалист,True,2015.0,,107.0,США,Кевин де Паула|Леонардо Лима Карвальо
Теория большого взрыва,The Big Bang Theory,8.6,504509.0,комедия,Марк Сендроуски,False,2007.0,2007.0,,США,Джонни Галэки|Джим Парсонс
Моана,Moana,7.8,504472.0,мультфильм,Рон Клементс,True,2016.0,,107.0,США,Аулии Кравальо|Дуэйн Джонсон
Дело храбрых,Only the Brave,8.3,503137.0,драма,Джозеф Косински,True,2017.0,,134.0,США,Джош Бролин|Майлз Теллер
Терминал,The Terminal,8.1,500986.0,драма,Стивен Спилберг,True,2004.0,,124.0,США,Том Хэнкс|Кэтрин Зета-Джонс
Линкольн для адвоката,The Lincoln Lawyer,7.9,500619.0,криминал,Брэд Фурман,True,2011.0,,114.0,США,Мэттью Макконахи|Мариса Томей
Железный человек 2,Iron Man 2,7.5,499931.0,фантастика,Джон Фавро,True,2010.0,,124.0,США,Роберт Дауни мл.|Микки Рурк
Рапунцель: Запутанная история,Tangled,8.0,497201.0,мультфильм,Нэйтан Грено,True,2010.0,,100.0,США,Мэнди Мур|Закари Ливай
Веном 2,Venom: Let There Be Carnage,6.2,497017.0,фантастика,Энди Серкис,True,2021.0,,96.0,США,Том Харди|Вуди Харрельсон
Лекарь: Ученик Авиценны,The Physician,8.1,496866.0,приключения,Филипп Штёльцль,True,2013.0,,155.0,Германия,Том Пэйн|Бен Кингсли
Человек-паук: Нет пути домой,Spider-Man: No Way Home,7.9,494936.0,фантастика,Джон Уоттс,True,2021.0,,148.0,США,Том Холланд|Зендея
Телохранитель киллера,The Hitman's Bodyguard,7.1,494877.0,боевик,Патрик Хьюз,True,2017.0,,118.0,США,Райан Рейнольдс|Сэмюэл Л. Джексон
Ведьмак,The Witcher,7.1,493848.0,фэнтези,Стивен Серджик,False,2019.0,2019.0,,США,Генри Кавилл|Фрейя Аллан
Великий Гэтсби,The Great Gatsby,7.9,493539.0,драма,Баз Лурман,True,2013.0,,143.0,Австралия,Леонардо ДиКаприо|Тоби Магуайр
Игра,The Game,8.3,492641.0,триллер,Дэвид Финчер,True,1997.0,,129.0,США,Майкл Дуглас|Шон Пенн
Шан-Чи и легенда десяти колец,Shang-Chi and the Legend of the Ten Rings,7.3,491809.0,фэнтези,Дестин Дэниел Креттон,True,2021.0,,132.0,США,Симу Лю|Тони Люн Чу-Вай
Железный человек 3,Iron Man Three,7.4,489572.0,фантастика,Шейн Блэк,True,2013.0,,130.0,США,Роберт Дауни мл.|Гвинет Пэлтроу
Хоббит: Пустошь Смауга,The Hobbit: The Desolation of Smaug,8.0,488164.0,фэнтези,Питер Джексон,True,2013.0,,161.0,Новая Зеландия,Мартин Фриман|Ричард Армитедж
Риддик,Riddick,6.8,484781.0,фантастика,Дэвид Туи,True,2013.0,,119.0,Канада,Вин Дизель|Хорди Молья
Крушение,Plane,7.2,483061.0,боевик,Жан-Франсуа Рише,True,2022.0,,107.0,Великобритания,Джерард Батлер|Майк Колтер
Пассажиры,Passengers,7.2,483009.0,фантастика,Мортен Тильдум,True,2016.0,,116.0,Гонконг,Крис Пратт|Дженнифер Лоуренс
Пианист,The Pianist,8.5,482767.0,драма,Роман Полански,True,2002.0,,149.0,Франция,Эдриан Броуди|Эмилия Фокс
Семь жизней,Seven Pounds,8.2,479561.0,драма,Габриэле Муччино,True,2008.0,,118.0,США,Уилл Смит|Розарио Доусон
В погоне за счастьем,The Pursuit of Happyness,8.3,479135.0,драма,Габриэле Муччино,True,2006.0,,117.0,США,Уилл Смит|Джейден Смит
Приключения Паддингтона 2,Paddington 2,8.3,476726.0,фэнтези,Пол Кинг,True,2017.0,,103.0,Франция,Бен Уишоу|Хью Бонневилль
Книга Илая,The Book of Eli,7.2,476078.0,фантастика,Альберт Хьюз,True,2009.0,,117.0,США,Дензел Вашингтон|Гари Олдман
Миньоны,Minions,6.2,473918.0,мультфильм,Кайл Балда,True,2015.0,,91.0,США,Сандра Буллок|Джон Хэмм
"Я, робот","I, Robot",7.8,473892.0,фантастика,Алекс Пройас,True,2004.0,,115.0,США,Уилл Смит|Бриджет Мойнэхэн
Засланец из космоса,Resident Alien,8.0,473686.0,фантастика,Роберт Данкан МакНил,False,2021.0,2021.0,,США,Алан Тьюдик|Сара Томко
Апгрейд,Upgrade,7.6,473378.0,фантастика,Ли Уоннелл,True,2018.0,,100.0,Австралия,Логан Маршалл-Грин|Мелани Валльехо
Тор,Thor,7.1,473014.0,фантастика,Кеннет Брана,True,2011.0,,115.0,США,Крис Хемсворт|Натали Портман
"Три билборда на границе Эббинга, Миссури","Three Billboards Outside Ebbing, Missouri",8.1,472807.0,драма,Мартин Макдона,True,2017.0,,115.0,Великобритания,Фрэнсис Макдорманд|Сэм Рокуэлл
"Артур, ты король",Arthur the King,8.3,472364.0,драма,Саймон Селлан Джонс,True,2024.0,,107.0,США,Марк Уолберг|Симу Лю
Кунг-фу жеребец,Long ma jing shen,8.0,472065.0,драма,Ларри Ян,True,2023.0,,126.0,Китай,Джеки Чан|Лю Хаоцюнь
Джон Уик 3,John Wick: Chapter 3 - Parabellum,7.0,472058.0,боевик,Чад Стахелски,True,2019.0,,130.0,США,Киану Ривз|Холли Берри
Дом странных детей Мисс Перегрин,Miss Peregrine's Home for Peculiar Children,6.9,471960.0,фэнтези,Тим Бёртон,True,2016.0,,127.0,США,Ева Грин|Эйса Баттерфилд
Материнский инстинкт,Mothers' Instinct,7.1,471070.0,драма,Бенуа Деломм,True,2024.0,,94.0,США,Джессика Честейн|Энн Хэтэуэй
Назад в будущее 2,Back to the Future Part II,8.3,469839.0,фантастика,Роберт Земекис,True,1989.0,,108.0,США,Майкл Дж. Фокс|Кристофер Ллойд
Монстры на каникулах,Hotel Transylvania,7.7,468567.0,мультфильм,Генндий Тартаковский,True,2012.0,,91.0,США,Адам Сэндлер|Энди Сэмберг
Мстители: Эра Альтрона,Avengers: Age of Ultron,7.3,466305.0,фантастика,Джосс Уидон,True,2015.0,,141.0,США,Роберт Дауни мл.|Крис Хемсворт
Ла-Ла Ленд,La La Land,8.0,466070.0,мюзикл,Дэмьен Шазелл,True,2016.0,,128.0,США,Райан Гослинг|Эмма Стоун
Жизнь Дэвида Гейла,The Life of David Gale,8.1,463992.0,триллер,Алан Паркер,True,2002.0,,130.0,Великобритания,Кевин Спейси|Кейт Уинслет
Вверх,Up,8.0,463600.0,мультфильм,Пит Доктер,True,2009.0,,96.0,США,Эдвард Эснер|Кристофер Пламмер
